# t_seconds latch value
9.588581455 A 0F
9.588590182 B 2C
9.605357091 C 00
9.605574909 A 0F
9.605583636 B 2C
9.620767273 C 00
9.620978909 A 0F
9.620987636 B 28
9.638461091 C 00
9.638672727 A 0F
9.638681455 B 28
9.653260364 C 00
9.653472000 A 04
9.653480727 B 2C
9.670599636 C 00
9.670811273 A 02
9.670820000 B 2C
9.686022909 C 00
9.686234545 A 00
9.686243273 B 28
9.703645091 C 00
9.703856727 A 07
9.703865455 B 28
9.718861091 C 00
9.719072727 A 05
9.719081455 B 2C
9.736260727 C 00
9.736472364 A 03
9.736481091 B 2C
9.751680364 C 00
9.751892000 A 01
9.751900727 B 28
9.769143273 C 00
9.769354909 A 08
9.769363636 B 28
9.784449091 C 00
9.784660727 A 06
9.784669455 B 2C
9.801862545 C 00
9.802074182 A 04
9.802082909 B 2C
9.817253091 C 00
9.817464727 A 02
9.817473455 B 28
9.834751273 C 00
9.834962909 A 09
9.834971636 B 28
9.850034909 C 00
9.850246545 A 07
9.850255273 B 2C
9.867359636 C 00
9.867571273 A 05
9.867580000 B 2C
9.882771636 C 00
9.882983273 A 03
9.882992000 B 28
9.900191273 C 00
9.900402909 A 0A
9.900411636 B 28
9.915546545 C 00
9.915758182 A 08
9.915766909 B 2C
9.932892364 C 00
9.933104000 A 06
9.933112727 B 2C
9.948304364 C 00
9.948516000 A 04
9.948524727 B 28
9.965774909 C 00
9.965986545 A 0B
9.965995273 B 28
9.981070182 C 00
9.981281818 A 09
9.981290545 B 2C
9.998404364 C 00
9.998616000 A 07
9.998624727 B 2C
10.013801818 C 00
10.014013455 A 05
10.014022182 B 28
10.031276364 C 00
10.031488000 A 0C
10.031496727 B 28
10.046577455 C 00
10.046789091 A 0A
10.046797818 B 2C
10.063887273 C 00
10.064098909 A 08
10.064107636 B 2C
10.079316000 C 00
10.079527636 A 06
10.079536364 B 28
10.096681091 C 00
10.096892727 A 0D
10.096901455 B 28
10.112058182 C 00
10.112269818 A 0B
10.112278545 B 2C
10.129262909 C 00
10.129474545 A 09
10.129483273 B 2C
10.144869818 C 00
10.145081455 A 07
10.145090182 B 28
10.162079273 C 00
10.162290909 A 0F
10.162299636 B 28
10.177645091 C 00
10.177856727 A 0F
10.177865455 B 2C
10.194826909 C 00
10.195038545 A 0F
10.195047273 B 2C
10.210415636 C 00
10.211004000 A 0F
10.211012727 B 28
10.227590182 C 00
10.227808000 A 0F
10.227816727 B 28
10.243173818 C 00
10.243385455 A 0F
10.243394182 B 24
10.260528364 C 00
10.260740000 A 0F
10.260748727 B 24
10.275764727 C 00
10.275976364 A 0F
10.275985091 B 20
10.293237455 C 00
10.293449091 A 0F
10.293457818 B 20
10.308537091 C 00
10.308748727 A 0F
10.308757455 B 2F
10.326078182 C 00
10.326289818 A 0F
10.326298545 B 2F
10.341296727 C 00
10.341508364 A 0F
10.341517091 B 2F
10.358804364 C 00
10.359016000 A 0F
10.359024727 B 2F
10.374063273 C 00
10.374274909 A 0F
10.374283636 B 2F
10.391626909 C 00
10.391838545 A 0F
10.391847273 B 2F
10.406836727 C 00
10.407048364 A 0F
10.407057091 B 2F
10.424328727 C 00
10.424540364 A 0F
10.424549091 B 2F
10.439616727 C 00
10.439828364 A 0F
10.439837091 B 2F
10.457162909 C 00
10.457374545 A 0F
10.457383273 B 2F
10.472351636 C 00
10.472563273 A 0F
10.472572000 B 2F
10.489925455 C 00
10.490137091 A 0F
10.490145818 B 2F
10.505097455 C 00
10.505309091 A 0F
10.505317818 B 2F
10.522701091 C 00
10.522912727 A 0F
10.522921455 B 2F
10.537910909 C 00
10.538122545 A 0F
10.538131273 B 2F
10.555400000 C 00
10.555611636 A 0F
10.555620364 B 2F
10.570688000 C 00
10.570899636 A 0F
10.570908364 B 2F
10.588237091 C 00
10.588448727 A 0F
10.588457455 B 2F
10.603452727 C 00
10.603664364 A 0F
10.603673091 B 2F
10.620965455 C 00
10.621177091 A 0F
10.621185818 B 2F
10.636212727 C 00
10.636424364 A 0F
10.636433091 B 2F
10.653781455 C 00
10.653993091 A 0F
10.654001818 B 2F
10.668988364 C 00
10.669200000 A 0F
10.669208727 B 2F
10.686485455 C 00
10.686697091 A 0F
10.686705818 B 2F
10.701750182 C 00
10.701961818 A 0F
10.701970545 B 2F
10.719234545 C 00
10.719446182 A 0F
10.719454909 B 2F
10.734514182 C 00
10.734725818 A 0F
10.734734545 B 2F
10.752070182 C 00
10.752281818 A 0F
10.752290545 B 2F
10.767276727 C 00
10.767488364 A 0F
10.767497091 B 2F
10.784869091 C 00
10.785080727 A 0F
10.785089455 B 2F
10.800052727 C 00
10.800264364 A 0F
10.800273091 B 2F
10.817570545 C 00
10.817782182 A 0F
10.817790909 B 2F
10.832832364 C 00
10.833044000 A 0F
10.833052727 B 2F
10.850331636 C 00
10.850543273 A 0F
10.850552000 B 2F
10.865564000 C 00
10.865775636 A 0F
10.865784364 B 2F
10.883150545 C 00
10.883362182 A 0F
10.883370909 B 2F
10.898313818 C 00
10.898525455 A 0F
10.898534182 B 2F
10.915921455 C 00
10.916133091 A 0F
10.916141818 B 2F
10.931122545 C 00
10.931334182 A 0F
10.931342909 B 2F
10.948630182 C 00
10.948841818 A 0F
10.948850545 B 2F
10.963894909 C 00
10.964106545 A 0F
10.964115273 B 2F
10.981384000 C 00
10.981595636 A 0F
10.981604364 B 2F
10.996663636 C 00
10.996875273 A 0F
10.996884000 B 2F
11.014130182 C 00
11.014341818 A 0F
11.014350545 B 2F
11.029424000 C 00
11.029635636 A 0F
11.029644364 B 2F
11.046959636 C 00
11.047171273 A 0F
11.047180000 B 2F
11.062195636 C 00
11.062407273 A 0F
11.062416000 B 2F
11.079711273 C 00
11.079922909 A 0F
11.079931636 B 2F
11.094973091 C 00
11.095184727 A 0F
11.095193455 B 2F
11.112470182 C 00
11.112681818 A 0F
11.112690545 B 2F
11.127732364 C 00
11.127944000 A 0F
11.127952727 B 2F
11.145249818 C 00
11.145461455 A 0F
11.145470182 B 2F
11.160500000 C 00
11.160711636 A 0F
11.160720364 B 2F
11.178062545 C 00
11.178274182 A 0F
11.178282909 B 2F
11.193272364 C 00
11.193484000 A 0F
11.193492727 B 2F
11.210798182 C 00
11.211009818 A 0F
11.211018545 B 2F
11.226036727 C 00
11.226248364 A 0F
11.226257091 B 2F
11.243552727 C 00
11.243764364 A 0F
11.243773091 B 2F
11.258785091 C 00
11.258996727 A 0F
11.259005455 B 2F
11.276330545 C 00
11.276542182 A 0F
11.276550909 B 2F
11.291528727 C 00
11.291740364 A 0F
11.291749091 B 2F
11.309110182 C 00
11.309321818 A 0F
11.309330545 B 2F
11.324318909 C 00
11.324530545 A 0F
11.324539273 B 2F
11.341836727 C 00
11.342048364 A 0F
11.342057091 B 2F
11.357091636 C 00
11.357303273 A 0F
11.357312000 B 2F
11.374593818 C 00
11.374805455 A 0F
11.374814182 B 2F
11.389854909 C 00
11.390066545 A 0F
11.390075273 B 2F
11.407399273 C 00
11.407610909 A 0F
11.407619636 B 2F
11.422622182 C 00
11.422833818 A 0F
11.422842545 B 2F
11.440211636 C 00
11.440423273 A 0F
11.440432000 B 2F
11.455394182 C 00
11.455605818 A 0F
11.455614545 B 2F
11.472917818 C 00
11.473129455 A 0F
11.473138182 B 2F
11.488169818 C 00
11.488381455 A 0F
11.488390182 B 2F
11.505674909 C 00
11.505886545 A 0F
11.505895273 B 2F
11.520927273 C 00
11.521138909 A 0F
11.521147636 B 2F
11.538471636 C 00
11.538683273 A 0F
11.538692000 B 2F
11.553694545 C 00
11.553906182 A 0F
11.553914909 B 2F
11.571235636 C 00
11.571447273 A 0F
11.571456000 B 2F
11.586461818 C 00
11.586673455 A 0F
11.586682182 B 2F
11.604009091 C 00
11.604220727 A 0F
11.604229455 B 2F
11.619237818 C 00
11.619449455 A 0F
11.619458182 B 2F
11.636766545 C 00
11.636978182 A 0F
11.636986909 B 2F
11.651980364 C 00
11.652192000 A 0F
11.652200727 B 2F
11.669606545 C 00
11.669818182 A 0F
11.669826909 B 2F
11.684725091 C 00
11.684936727 A 0F
11.684945455 B 2F
11.702290182 C 00
11.702501818 A 0F
11.702510545 B 2F
11.717533818 C 00
11.717745455 A 0F
11.717754182 B 2F
11.735062182 C 00
11.735273818 A 0F
11.735282545 B 2F
11.750314182 C 00
11.750525818 A 0F
11.750534545 B 2F
11.767824000 C 00
11.768035636 A 0F
11.768044364 B 2F
11.783076364 C 00
11.783288000 A 0F
11.783296727 B 2F
11.800640000 C 00
11.800851636 A 0F
11.800860364 B 2F
11.815854182 C 00
11.816065818 A 0F
11.816074545 B 2F
11.833266909 C 00
11.833478545 A 0F
11.833487273 B 2F
11.848624000 C 00
11.848835636 A 0F
11.848844364 B 2F
11.865958182 C 00
11.866169818 A 0F
11.866178545 B 2F
11.881396364 C 00
11.881608000 A 0F
11.881616727 B 2F
11.898932727 C 00
11.899144364 A 0F
11.899153091 B 2F
11.914158909 C 00
11.914370545 A 0F
11.914379273 B 2F
11.931659636 C 00
11.931871273 A 0F
11.931880000 B 2F
11.946926182 C 00
11.947137818 A 0F
11.947146545 B 2F
11.964400000 C 00
11.964611636 A 0F
11.964620364 B 2F
11.979696000 C 00
11.979907636 A 0F
11.979916364 B 2F
11.997176000 C 00
11.997387636 A 0F
11.997396364 B 2F
12.012465818 C 00
12.012677455 A 0F
12.012686182 B 2F
12.030011636 C 00
12.030223273 A 0F
12.030232000 B 2F
12.045216727 C 00
12.045428364 A 0F
12.045437091 B 2F
12.062775636 C 00
12.062987273 A 0F
12.062996000 B 2F
12.077955273 C 00
12.078166909 A 0F
12.078175636 B 2F
12.095472000 C 00
12.095683636 A 0F
12.095692364 B 2F
12.110768000 C 00
12.110979636 A 0F
12.110988364 B 2F
12.128258909 C 00
12.128470545 A 0F
12.128479273 B 2F
12.143545818 C 00
12.143757455 A 0F
12.143766182 B 2F
12.161021818 C 00
12.161233455 A 0F
12.161242182 B 2F
12.176309091 C 00
12.176520727 A 0F
12.176529455 B 2F
12.193812000 C 00
12.194023636 A 0F
12.194032364 B 2F
12.209069818 C 00
12.209281455 A 0F
12.209290182 B 2F
12.226554545 C 00
12.226766182 A 0F
12.226774909 B 2F
12.241841818 C 00
12.242053455 A 0F
12.242062182 B 2F
12.259370545 C 00
12.259582182 A 0F
12.259590909 B 2F
12.274616727 C 00
12.274828364 A 0F
12.274837091 B 2F
12.292130545 C 00
12.292342182 A 0F
12.292350909 B 2F
12.307382909 C 00
12.307594545 A 0F
12.307603273 B 2F
12.324932364 C 00
12.325144000 A 0F
12.325152727 B 2F
12.340146545 C 00
12.340358182 A 0F
12.340366909 B 2F
12.357669091 C 00
12.357880727 A 0F
12.357889455 B 2F
12.372912727 C 00
12.373124364 A 0F
12.373133091 B 2F
12.390441455 C 00
12.390653091 A 0F
12.390661818 B 2F
12.405687636 C 00
12.405899273 A 0F
12.405908000 B 2F
12.423224727 C 00
12.423436364 A 0F
12.423445091 B 2F
12.438572000 C 00
12.438783636 A 0F
12.438792364 B 2F
12.456041455 C 00
12.456253091 A 0F
12.456261818 B 2F
12.471183273 C 00
12.471394909 A 0F
12.471403636 B 2F
12.488579273 C 00
12.488790909 A 0F
12.488799636 B 2F
12.504133818 C 00
12.504345455 A 0F
12.504354182 B 2F
12.521353455 C 00
12.521565091 A 0F
12.521573818 B 2F
12.536768364 C 00
12.536980000 A 0F
12.536988727 B 2F
12.554115636 C 00
12.554327273 A 0F
12.554336000 B 2F
12.569667273 C 00
12.569878909 A 0F
12.569887636 B 2F
12.586898182 C 00
12.587109818 A 0F
12.587118545 B 2F
12.602286909 C 00
12.602498545 A 0F
12.602507273 B 2F
12.619639273 C 00
12.619850909 A 0F
12.619859636 B 2F
12.635196727 C 00
12.635408364 A 0F
12.635417091 B 2F
12.652415636 C 00
12.652627273 A 0F
12.652636000 B 2F
12.667827636 C 00
12.668039273 A 0F
12.668048000 B 2F
12.685177091 C 00
12.685388727 A 0F
12.685397455 B 2F
12.700734545 C 00
12.700946182 A 0F
12.700954909 B 2F
12.717894545 C 00
12.718106182 A 0F
12.718114909 B 2F
12.733361818 C 00
12.733573455 A 0F
12.733582182 B 2F
12.750549818 C 00
12.750761455 A 0F
12.750770182 B 2F
12.766273091 C 00
12.766484727 A 0F
12.766493455 B 2F
12.783318909 C 00
12.783530545 A 0F
12.783539273 B 2F
12.798911273 C 00
12.799122909 A 0F
12.799131636 B 2F
12.816081818 C 00
12.816293455 A 0F
12.816302182 B 2F
12.831784000 C 00
12.831995636 A 0F
12.832004364 B 2F
12.848940364 C 00
12.849152000 A 0F
12.849160727 B 2F
12.864390545 C 00
12.864602182 A 0F
12.864610909 B 2F
12.881827636 C 00
12.882039273 A 0F
12.882048000 B 2F
12.897341455 C 00
12.897553091 A 0F
12.897561818 B 2F
12.914581091 C 00
12.914792727 A 0F
12.914801455 B 2F
12.929976727 C 00
12.930188364 A 0F
12.930197091 B 1F
12.947254182 C 00
12.947465818 A 0F
12.947474545 B 1F
12.962940000 C 00
12.963151636 A 0F
12.963160364 B 10
12.980066909 C 00
12.980278545 A 0F
12.980287273 B 11
12.995714545 C 00
12.995926182 A 0F
12.995934909 B 12
13.012873455 C 00
13.013085091 A 0F
13.013093818 B 13
13.028472000 C 00
13.028683636 A 0F
13.028692364 B 14
13.045645818 C 00
13.045857455 A 0F
13.045866182 B 15
13.061255636 C 00
13.061467273 A 0F
13.061476000 B 16
13.078405818 C 00
13.078617455 A 0F
13.078626182 B 17
13.094013091 C 00
13.094224727 A 0F
13.094233455 B 18
13.111220364 C 00
13.111432000 A 0F
13.111440727 B 19
13.126780727 C 00
13.126992364 A 0F
13.127001091 B 1A
13.143948364 C 00
13.144160000 A 0F
13.144168727 B 1B
13.159546909 C 00
13.159758545 A 0F
13.159767273 B 1C
13.176720727 C 00
13.176932364 A 0F
13.176941091 B 1D
13.192333455 C 00
13.192545091 A 0F
13.192553818 B 1E
13.209485455 C 00
13.209697091 A 0F
13.209705818 B 2F
13.225064727 C 00
13.225276364 A 0F
13.225285091 B 2F
13.242332000 C 00
13.242543636 A 0F
13.242552364 B 2F
13.257816000 C 00
13.258027636 A 0F
13.258036364 B 2F
13.275002182 C 00
13.275213818 A 0F
13.275222545 B 2F
13.290602545 C 00
13.290814182 A 0F
13.290822909 B 2F
13.307778182 C 00
13.307989818 A 0F
13.307998545 B 2F
13.323381091 C 00
13.323592727 A 0F
13.323601455 B 2F
13.340533091 C 00
13.340744727 A 0F
13.340753455 B 2F
13.356133455 C 00
13.356345091 A 0F
13.356353818 B 2F
13.373497818 C 00
13.373709455 A 0F
13.373718182 B 2F
13.388912000 C 00
13.389123636 A 0F
13.389132364 B 2C
13.406293818 C 00
13.406505455 A 0F
13.406514182 B 2C
13.421676364 C 00
13.421888000 A 0F
13.421896727 B 28
13.438988000 C 00
13.439199636 A 0F
13.439208364 B 28
13.454464000 C 00
13.454675636 A 0F
13.454684364 B 1C
13.471782182 C 00
13.471993818 A 0F
13.472002545 B 1C
13.487405818 C 00
13.487617455 A 0F
13.487626182 B 18
13.504650909 C 00
13.504862545 A 0F
13.504871273 B 18
13.520184000 C 00
13.520395636 A 0F
13.520404364 B 1C
13.537332727 C 00
13.537544364 A 0F
13.537553091 B 1C
13.552947636 C 00
13.553159273 A 0F
13.553168000 B 18
13.570244364 C 00
13.570456000 A 0F
13.570464727 B 18
13.585722182 C 00
13.585933818 A 0F
13.585942545 B 1C
13.602870909 C 00
13.603082545 A 0F
13.603091273 B 1C
13.618456000 C 00
13.618667636 A 0F
13.618676364 B 18
13.635752727 C 00
13.635964364 A 0F
13.635973091 B 18
13.651207636 C 00
13.651419273 A 0F
13.651428000 B 1C
13.668246545 C 00
13.668458182 A 0F
13.668466909 B 1C
13.684018545 C 00
13.684230182 A 0F
13.684238909 B 18
13.701142909 C 00
13.701354545 A 0F
13.701363273 B 18
13.716806909 C 00
13.717018545 A 0F
13.717027273 B 1C
13.733778909 C 00
13.733990545 A 0F
13.733999273 B 2C
13.749553091 C 00
13.749764727 A 0F
13.749773455 B 28
13.766718909 C 00
13.766930545 A 0F
13.766939273 B 28
13.782342545 C 00
13.782554182 A 0F
13.782562909 B 2C
13.799333091 C 00
13.799544727 A 0F
13.799553455 B 2C
13.815108364 C 00
13.815320000 A 0F
13.815328727 B 28
13.832236000 C 00
13.832447636 A 0F
13.832456364 B 28
13.847888727 C 00
13.848100364 A 0F
13.848109091 B 2C
13.864870545 C 00
13.865082182 A 0F
13.865090909 B 2C
13.880645818 C 00
13.880857455 A 0F
13.880866182 B 28
13.897811273 C 00
13.898022909 A 0F
13.898031636 B 28
13.913417455 C 00
13.913629091 A 0F
13.913637818 B 2C
13.930792727 C 00
13.931004364 A 0F
13.931013091 B 2C
13.946175273 C 00
13.946386909 A 0F
13.946395636 B 28
13.963466545 C 00
13.963678182 A 0F
13.963686909 B 28
13.978968364 C 00
13.979180000 A 0F
13.979188727 B 1C
13.996315636 C 00
13.996527273 A 0F
13.996536000 B 1C
14.011926545 C 00
14.012138182 A 0F
14.012146909 B 18
14.029180727 C 00
14.029392364 A 0F
14.029401091 B 18
14.044644000 C 00
14.044855636 A 0F
14.044864364 B 1C
14.061996000 C 00
14.062207636 A 0F
14.062216364 B 1C
14.077462182 C 00
14.077673818 A 0F
14.077682545 B 18
14.094857455 C 00
14.095069091 A 0F
14.095077818 B 18
14.110230182 C 00
14.110441818 A 0F
14.110450545 B 1C
14.127694545 C 00
14.127906182 A 0F
14.127914909 B 1C
14.142994909 C 00
14.143206545 A 0F
14.143215273 B 18
14.160558545 C 00
14.160770182 A 0F
14.160778909 B 18
14.175759636 C 00
14.175971273 A 0F
14.175980000 B 1C
14.193166545 C 00
14.193378182 A 0F
14.193386909 B 1C
14.208528000 C 00
14.208739636 A 0F
14.208748364 B 18
14.226058182 C 00
14.226269818 A 0F
14.226278545 B 18
14.241323273 C 00
14.241534909 A 0F
14.241543636 B 1C
14.258773455 C 00
14.258985091 A 0F
14.258993818 B 2C
14.274067636 C 00
14.274279273 A 0F
14.274288000 B 28
14.291633818 C 00
14.291845455 A 0F
14.291854182 B 28
14.306828727 C 00
14.307040364 A 0F
14.307049091 B 2C
14.324238182 C 00
14.324449818 A 0F
14.324458545 B 2C
14.339602182 C 00
14.339813818 A 0F
14.339822545 B 28
14.357137818 C 00
14.357349455 A 0F
14.357358182 B 28
14.372379273 C 00
14.372590909 A 0F
14.372599636 B 2C
14.389849818 C 00
14.390061455 A 0F
14.390070182 B 2C
14.405122182 C 00
14.405333818 A 0F
14.405342545 B 28
14.422642909 C 00
14.422854545 A 0F
14.422863273 B 28
14.437864364 C 00
14.438076000 A 0F
14.438084727 B 24
14.455316727 C 00
14.455528364 A 0F
14.455537091 B 24
14.470672000 C 00
14.470883636 A 0F
14.470892364 B 20
14.488098182 C 00
14.488309818 A 0F
14.488318545 B 20
14.503476000 C 00
14.503687636 A 0F
14.503696364 B 2F
14.520931636 C 00
14.521143273 A 0F
14.521152000 B 2F
14.536213818 C 00
14.536425455 A 0F
14.536434182 B 2F
14.553732364 C 00
14.553944000 A 0F
14.553952727 B 2F
14.568985091 C 00
14.569196727 A 0F
14.569205455 B 2F
14.586385455 C 00
14.586597091 A 0F
14.586605818 B 2F
14.601754909 C 00
14.601966545 A 0F
14.601975273 B 2F
14.619163273 C 00
14.619374909 A 0F
14.619383636 B 2F
14.634526545 C 00
14.634738182 A 0F
14.634746909 B 2F
14.651918182 C 00
14.652129818 A 0F
14.652138545 B 2F
14.667281818 C 00
14.667493455 A 0F
14.667502182 B 2F
14.684791636 C 00
14.685003273 A 0F
14.685012000 B 2F
14.700047273 C 00
14.700258909 A 0F
14.700267636 B 2F
14.717453455 C 00
14.717665091 A 0F
14.717673818 B 2F
14.732817091 C 00
14.733028727 A 0F
14.733037455 B 2F
14.750309091 C 00
14.750520727 A 0F
14.750529455 B 2F
14.765605455 C 00
14.765817091 A 0F
14.765825818 B 2F
14.783005091 C 00
14.783216727 A 0F
14.783225455 B 2F
14.798330182 C 00
14.798541818 A 0F
14.798550545 B 2F
14.815854909 C 00
14.816066545 A 0F
14.816075273 B 2F
14.831076000 C 00
14.831287636 A 0F
14.831296364 B 2F
14.848530182 C 00
14.848741818 A 0F
14.848750545 B 2F
14.863893818 C 00
14.864105455 A 0F
14.864114182 B 2F
14.881390909 C 00
14.881602545 A 0F
14.881611273 B 2F
14.896666909 C 00
14.896878545 A 0F
14.896887273 B 2F
14.914069455 C 00
14.914281091 A 0F
14.914289818 B 2F
14.929424364 C 00
14.929636000 A 0F
14.929644727 B 2F
14.946989455 C 00
14.947201091 A 0F
14.947209818 B 2F
14.962192727 C 00
14.962404364 A 0F
14.962413091 B 2F
14.979604000 C 00
14.979815636 A 0F
14.979824364 B 2F
14.994958909 C 00
14.995170545 A 0F
14.995179273 B 2F
15.012624364 C 00
15.012836000 A 0F
15.012844727 B 2F
15.027652000 C 00
15.027863636 A 04
15.027872364 B 2F
15.044848364 C 00
15.045060000 A 02
15.045068727 B 2F
15.060401091 C 00
15.060612727 A 00
15.060621455 B 2F
15.077885455 C 00
15.078097091 A 07
15.078105818 B 2F
15.093239636 C 00
15.093451273 A 05
15.093460000 B 2F
15.110501455 C 00
15.110713091 A 03
15.110721818 B 2F
15.126050545 C 00
15.126262182 A 01
15.126270909 B 2F
15.143302909 C 00
15.143514545 A 08
15.143523273 B 2F
15.158834182 C 00
15.159045818 A 06
15.159054545 B 2F
15.176070182 C 00
15.176281818 A 04
15.176290545 B 2F
15.191633818 C 00
15.191845455 A 02
15.191854182 B 2F
15.208997455 C 00
15.209209091 A 09
15.209217818 B 2F
15.224392000 C 00
15.224603636 A 07
15.224612364 B 2F
15.241592000 C 00
15.241803636 A 05
15.241812364 B 2F
15.257105091 C 00
15.257316727 A 03
15.257325455 B 2F
15.274348364 C 00
15.274560000 A 0A
15.274568727 B 2F
15.289893091 C 00
15.290104727 A 08
15.290113455 B 2F
15.307109091 C 00
15.307320727 A 06
15.307329455 B 2F
15.322648364 C 00
15.322860000 A 04
15.322868727 B 2F
15.339921818 C 00
15.340133455 A 0B
15.340142182 B 2F
15.355405455 C 00
15.355617091 A 09
15.355625818 B 2F
15.372671273 C 00
15.372882909 A 07
15.372891636 B 2F
15.388143636 C 00
15.388355273 A 05
15.388364000 B 2F
15.405368727 C 00
15.405580364 A 0C
15.405589091 B 2F
15.420925091 C 00
15.421136727 A 0A
15.421145455 B 2F
15.438038182 C 00
15.438249818 A 08
15.438258545 B 2F
15.453655273 C 00
15.453866909 A 06
15.453875636 B 2F
15.470894182 C 00
15.471105818 A 0D
15.471114545 B 2F
15.486398545 C 00
15.486610182 A 0B
15.486618909 B 2F
15.503567636 C 00
15.503779273 A 09
15.503788000 B 2F
15.519214545 C 00
15.519426182 A 07
15.519434909 B 2F
15.536365455 C 00
15.536577091 A 0F
15.536585818 B 2F
15.551985818 C 00
15.552197455 A 0F
15.552206182 B 2F
15.569126909 C 00
15.569338545 A 0F
15.569347273 B 2F
15.584747636 C 00
15.585336000 A 0F
15.585344727 B 2F
15.601859273 C 00
15.602077091 A 0F
15.602085818 B 2F
15.617509091 C 00
15.617720727 A 0F
15.617729455 B 2F
15.634472727 C 00
15.634684364 A 0F
15.634693091 B 2F
15.650106909 C 00
15.650318545 A 0F
15.650327273 B 2F
15.667254909 C 00
15.667466545 A 0F
15.667475273 B 2F
15.682891636 C 00
15.683103273 A 0F
15.683112000 B 2F
15.700012364 C 00
15.700224000 A 0F
15.700232727 B 2F
15.715637818 C 00
15.715849455 A 0F
15.715858182 B 2F
15.732845091 C 00
15.733056727 A 0F
15.733065455 B 2F
15.748423636 C 00
15.748635273 A 0F
15.748644000 B 2F
15.765490909 C 00
15.765702545 A 0F
15.765711273 B 2F
15.781194909 C 00
15.781406545 A 0F
15.781415273 B 2F
15.798187273 C 00
15.798398909 A 0F
15.798407636 B 2F
15.813963636 C 00
15.814175273 A 0F
15.814184000 B 2F
15.830946182 C 00
15.831157818 A 0F
15.831166545 B 2F
15.846707636 C 00
15.846919273 A 0F
15.846928000 B 2F
15.863802909 C 00
15.864014545 A 0F
15.864023273 B 2F
15.879451636 C 00
15.879663273 A 0F
15.879672000 B 2F
15.896471273 C 00
15.896682909 A 0F
15.896691636 B 2F
15.912262545 C 00
15.912474182 A 0F
15.912482909 B 2F
15.929249091 C 00
15.929460727 A 0F
15.929469455 B 2F
15.945045818 C 00
15.945257455 A 0F
15.945266182 B 2F
15.962013818 C 00
15.962225455 A 0F
15.962234182 B 2F
15.977805091 C 00
15.978016727 A 0F
15.978025455 B 2F
15.994839273 C 00
15.995050909 A 0F
15.995059636 B 2F
16.010566182 C 00
16.010777818 A 0F
16.010786545 B 2F
16.027542909 C 00
16.027754545 A 0F
16.027763273 B 2F
16.043334182 C 00
16.043545818 A 0F
16.043554545 B 2F
16.060320727 C 00
16.060532364 A 0F
16.060541091 B 2F
16.076111636 C 00
16.076323273 A 0F
16.076332000 B 2F
16.093079636 C 00
16.093291273 A 0F
16.093300000 B 2F
16.108870909 C 00
16.109082545 A 0F
16.109091273 B 2F
16.125896364 C 00
16.126108000 A 0F
16.126116727 B 2F
16.141640727 C 00
16.141852364 A 0F
16.141861091 B 2F
16.158617455 C 00
16.158829091 A 0F
16.158837818 B 2F
16.174408727 C 00
16.174620364 A 0F
16.174629091 B 2F
16.191395273 C 00
16.191606909 A 0F
16.191615636 B 2F
16.207192000 C 00
16.207403636 A 0F
16.207412364 B 2F
16.224151273 C 00
16.224362909 A 0F
16.224371636 B 2F
16.239921455 C 00
16.240133091 A 0F
16.240141818 B 2F
16.257013818 C 00
16.257225455 A 0F
16.257234182 B 2F
16.272671273 C 00
16.272882909 A 0F
16.272891636 B 2F
16.289690909 C 00
16.289902545 A 0F
16.289911273 B 2F
16.305482182 C 00
16.305693818 A 0F
16.305702545 B 2F
16.322468727 C 00
16.322680364 A 0F
16.322689091 B 2F
16.338253818 C 00
16.338465455 A 0F
16.338474182 B 2F
16.355233455 C 00
16.355445091 A 0F
16.355453818 B 2F
16.371018909 C 00
16.371230545 A 0F
16.371239273 B 2F
16.388053091 C 00
16.388264727 A 0F
16.388273455 B 2F
16.403785818 C 00
16.403997455 A 0F
16.404006182 B 2F
16.420771273 C 00
16.420982909 A 0F
16.420991636 B 2F
16.436559636 C 00
16.436771273 A 0F
16.436780000 B 2F
16.453546182 C 00
16.453757818 A 0F
16.453766545 B 2F
16.469345818 C 00
16.469557455 A 0F
16.469566182 B 2F
16.486305091 C 00
16.486516727 A 0F
16.486525455 B 2F
16.502090545 C 00
16.502302182 A 0F
16.502310909 B 2F
16.519294182 C 00
16.519505818 A 0F
16.519514545 B 2F
16.534855273 C 00
16.535066909 A 0F
16.535075636 B 2F
16.551980727 C 00
16.552192364 A 0F
16.552201091 B 2F
16.567623636 C 00
16.567835273 A 0F
16.567844000 B 2F
16.584758909 C 00
16.584970545 A 0F
16.584979273 B 2F
16.600395636 C 00
16.600607273 A 0F
16.600616000 B 2F
16.617518182 C 00
16.617729818 A 0F
16.617738545 B 2F
16.633140000 C 00
16.633351636 A 0F
16.633360364 B 2F
16.650554182 C 00
16.650765818 A 0F
16.650774545 B 2F
16.665888727 C 00
16.666100364 A 0F
16.666109091 B 2F
16.683200000 C 00
16.683411636 A 0F
16.683420364 B 2F
16.698694545 C 00
16.698906182 A 0F
16.698914909 B 2F
16.715972727 C 00
16.716184364 A 0F
16.716193091 B 2F
16.731481455 C 00
16.731693091 A 0F
16.731701818 B 2F
16.748732364 C 00
16.748944000 A 0F
16.748952727 B 2F
16.764235636 C 00
16.764447273 A 0F
16.764456000 B 2F
16.781755636 C 00
16.781967273 A 0F
16.781976000 B 2F
16.797002545 C 00
16.797214182 A 0F
16.797222909 B 2F
